year_month,ticker,ticker_name,ticker_role,score_column,signal_score,signal_name,signal_family,signal_speed_type,signal_velocity,centroid_score,centroid_velocity,relative_velocity,relative_speed_abs,direction_label,speed_rank,hsi_state,state_kr,interpretation
2025-09,069500,KODEX 200,위험자산,score_momentum,-5.955124113416812,momentum,trend_momentum,slow,-1.7562139966044512,-4.295876910138976,-2.9547829088806132,1.198568912276162,1.198568912276162,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2025-10,069500,KODEX 200,위험자산,score_momentum,-10.0,momentum,trend_momentum,slow,-4.044875886583188,-6.8434366151244035,-2.547559704985427,-1.4973161815977614,1.4973161815977614,risk_relief_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2025-11,069500,KODEX 200,위험자산,score_momentum,-4.682041112884771,momentum,trend_momentum,slow,5.317958887115229,2.2667736974817547,9.110210312606158,-3.792251425490929,3.792251425490929,risk_relief_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2025-12,069500,KODEX 200,위험자산,score_momentum,-3.808875291719697,momentum,trend_momentum,slow,0.8731658211650739,-2.166768786324498,-4.433542483806253,5.306708304971327,5.306708304971327,risk_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2026-01,069500,KODEX 200,위험자산,score_momentum,-7.893279418222435,momentum,trend_momentum,slow,-4.084404126502738,-6.840940019958184,-4.674171233633686,0.5897671071309478,0.5897671071309478,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2026-02,069500,KODEX 200,위험자산,score_momentum,-10.0,momentum,trend_momentum,slow,-2.106720581777565,-4.671989399522955,2.168950620435229,-4.275671202212794,4.275671202212794,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2026-03,069500,KODEX 200,위험자산,score_momentum,0.6401732753748366,momentum,trend_momentum,slow,10.640173275374837,6.416835710517907,11.088825110040862,-0.4486518346660251,0.4486518346660251,weak_or_noise,4.0,accident_zone,강한 위험 구간,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2026-04,069500,KODEX 200,위험자산,score_momentum,-4.14483208686869,momentum,trend_momentum,slow,-4.785005362243527,-4.168664840284828,-10.585500550802735,5.800495188559208,5.800495188559208,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2026-05,069500,KODEX 200,위험자산,score_momentum,-10.0,momentum,trend_momentum,slow,-5.85516791313131,-6.057325184402977,-1.8886603441181489,-3.966507569013161,3.966507569013161,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2026-06,069500,KODEX 200,위험자산,score_momentum,-7.588470386432648,momentum,trend_momentum,slow,2.4115296135673523,0.7829458852509603,6.840271069653937,-4.428741456086585,4.428741456086585,risk_relief_accelerating,2.0,conflict,신호 충돌,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2012-03,069500,KODEX 200,위험자산,score_return,,return,return_speed,fast,,,,,,weak_or_noise,,insufficient_data,자료 부족,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2012-04,069500,KODEX 200,위험자산,score_return,,return,return_speed,fast,,,,,,weak_or_noise,,insufficient_data,자료 부족,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2012-05,069500,KODEX 200,위험자산,score_return,,return,return_speed,fast,,,,,,weak_or_noise,,insufficient_data,자료 부족,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2012-06,069500,KODEX 200,위험자산,score_return,,return,return_speed,fast,,-0.6828448558815157,,,,weak_or_noise,,insufficient_data,자료 부족,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2012-07,069500,KODEX 200,위험자산,score_return,-4.260848779296882,return,return_speed,fast,,-3.7005363839840477,-3.017691528102532,,,weak_or_noise,,risk_relief,위험 완화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2012-08,069500,KODEX 200,위험자산,score_return,-1.111889926808045,return,return_speed,fast,3.1489588524888372,-1.7353359103755008,1.9652004736085469,1.1837583788802903,1.1837583788802903,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2012-09,069500,KODEX 200,위험자산,score_return,-4.704941101634016,return,return_speed,fast,-3.5930511748259706,-3.292763948590787,-1.5574280382152863,-2.0356231366106843,2.0356231366106843,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2012-10,069500,KODEX 200,위험자산,score_return,3.444205808257003,return,return_speed,fast,8.14914690989102,0.43036055507426174,3.7231245036650487,4.426022406225971,4.426022406225971,risk_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2012-11,069500,KODEX 200,위험자산,score_return,-2.246816288536872,return,return_speed,fast,-5.6910220967938745,-3.353352226568827,-3.7837127816430884,-1.907309315150786,1.907309315150786,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2012-12,069500,KODEX 200,위험자산,score_return,-4.996433509521657,return,return_speed,fast,-2.7496172209847853,-5.998480358140963,-2.645128131572136,-0.10448908941264934,0.10448908941264934,moving_with_centroid,3.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-01,069500,KODEX 200,위험자산,score_return,3.317969114131148,return,return_speed,fast,8.314402623652805,-1.0427913445892658,4.955689013551697,3.358713610101108,3.358713610101108,risk_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-02,069500,KODEX 200,위험자산,score_return,-3.555294963619224,return,return_speed,fast,-6.873264077750372,-4.0718606264561865,-3.0290692818669207,-3.8441947958834515,3.8441947958834515,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-03,069500,KODEX 200,위험자산,score_return,1.741623774520669,return,return_speed,fast,5.296918738139893,-0.9086555164997875,3.163205109956399,2.133713628183494,2.133713628183494,risk_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-04,069500,KODEX 200,위험자산,score_return,1.454078400571962,return,return_speed,fast,-0.28754537394870705,0.12020086415766579,1.0288563806574533,-1.3164017546061604,1.3164017546061604,risk_relief_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-05,069500,KODEX 200,위험자산,score_return,-2.506835910540739,return,return_speed,fast,-3.9609143111127008,-1.8948756921926972,-2.015076556350363,-1.9458377547623376,1.9458377547623376,risk_relief_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-06,069500,KODEX 200,위험자산,score_return,7.695177341570094,return,return_speed,fast,10.202013252110833,6.965721871373736,8.860597563566433,1.3414156885443997,1.3414156885443997,risk_accelerating,1.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-07,069500,KODEX 200,위험자산,score_return,-4.422122902719886,return,return_speed,fast,-12.11730024428998,-0.16495176509811094,-7.1306736364718475,-4.986626607818133,4.986626607818133,risk_relief_accelerating,1.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2013-08,069500,KODEX 200,위험자산,score_return,-1.385608070568807,return,return_speed,fast,3.036514832151079,-0.0650760499587304,0.09987571513938054,2.9366391170116986,2.9366391170116986,risk_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-09,069500,KODEX 200,위험자산,score_return,-6.159896748010485,return,return_speed,fast,-4.774288677441678,-5.020392412355753,-4.9553163623970224,0.18102768495534427,0.18102768495534427,moving_with_centroid,4.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-10,069500,KODEX 200,위험자산,score_return,-1.872211831073735,return,return_speed,fast,4.28768491693675,-3.1944110489335724,1.8259813634221809,2.4617035535145693,2.4617035535145693,risk_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2013-11,069500,KODEX 200,위험자산,score_return,-0.0270264837712376,return,return_speed,fast,1.8451853473024975,-1.3740803808065776,1.8203306681269948,0.02485467917550266,0.02485467917550266,moving_with_centroid,4.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2013-12,069500,KODEX 200,위험자산,score_return,1.415351616648068,return,return_speed,fast,1.4423781004193055,-2.0883211040917335,-0.714240723285156,2.1566188237044615,2.1566188237044615,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-01,069500,KODEX 200,위험자산,score_return,4.570075223523725,return,return_speed,fast,3.154723606875657,2.7146345851131573,4.802955689204891,-1.6482320823292342,1.6482320823292342,risk_relief_accelerating,2.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-02,069500,KODEX 200,위험자산,score_return,-2.087958387499685,return,return_speed,fast,-6.65803361102341,-1.660497245796962,-4.375131830910119,-2.282901780113291,2.282901780113291,risk_relief_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-03,069500,KODEX 200,위험자산,score_return,-1.151241335427687,return,return_speed,fast,0.9367170520719983,-1.0242638365731547,0.6362334092238073,0.30048364284819096,0.30048364284819096,weak_or_noise,4.0,neutral_watch,중립 관찰,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2014-04,069500,KODEX 200,위험자산,score_return,1.816956043772845,return,return_speed,fast,2.968197379200532,-0.5334486561339391,0.49081518043921557,2.4773821987613163,2.4773821987613163,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-05,069500,KODEX 200,위험자산,score_return,-1.847939207432745,return,return_speed,fast,-3.66489525120559,-1.5350574222489066,-1.0016087661149675,-2.6632864850906226,2.6632864850906226,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-06,069500,KODEX 200,위험자산,score_return,1.363801404572393,return,return_speed,fast,3.211740612005138,-0.33805518520283684,1.1970022370460698,2.014738374959068,2.014738374959068,risk_accelerating,1.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-07,069500,KODEX 200,위험자산,score_return,-3.995039846365795,return,return_speed,fast,-5.3588412509381875,-5.186523625420105,-4.848468440217268,-0.5103728107209191,0.5103728107209191,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-08,069500,KODEX 200,위험자산,score_return,3.978132327334589,return,return_speed,fast,7.973172173700384,0.6592237701205055,5.845747395540611,2.1274247781597726,2.1274247781597726,risk_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-09,069500,KODEX 200,위험자산,score_return,6.33516352484672,return,return_speed,fast,2.357031197512131,2.413548749791063,1.7543249796705576,0.6027062178415736,0.6027062178415736,risk_accelerating,4.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-10,069500,KODEX 200,위험자산,score_return,1.058412581603242,return,return_speed,fast,-5.276750943243479,3.667176077962397,1.253627328171334,-6.530378271414813,6.530378271414813,risk_relief_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2014-11,069500,KODEX 200,위험자산,score_return,-2.531981727591238,return,return_speed,fast,-3.5903943091944797,-1.1738450098059365,-4.8410210877683335,1.2506267785738538,1.2506267785738538,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2014-12,069500,KODEX 200,위험자산,score_return,1.970027037626278,return,return_speed,fast,4.502008765217516,2.674786628309737,3.8486316381156733,0.6533771271018427,0.6533771271018427,risk_accelerating,4.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-01,069500,KODEX 200,위험자산,score_return,-4.162284326062073,return,return_speed,fast,-6.132311363688351,-1.4047726513531702,-4.079559279662907,-2.0527520840254443,2.0527520840254443,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-02,069500,KODEX 200,위험자산,score_return,0.4119503470043598,return,return_speed,fast,4.5742346730664325,-2.545276357921265,-1.1405037065680947,5.714738379634527,5.714738379634527,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-03,069500,KODEX 200,위험자산,score_return,-1.297731852482877,return,return_speed,fast,-1.7096821994872367,-2.0349690896277077,0.5103072682935572,-2.2199894677807936,2.2199894677807936,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-04,069500,KODEX 200,위험자산,score_return,-6.563829957486325,return,return_speed,fast,-5.266098105003448,-5.711151347556513,-3.6761822579288057,-1.5899158470746424,1.5899158470746424,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-05,069500,KODEX 200,위험자산,score_return,4.702460010499188,return,return_speed,fast,11.266289967985513,2.4217614180753504,8.132912765631865,3.133377202353648,3.133377202353648,risk_accelerating,1.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-06,069500,KODEX 200,위험자산,score_return,2.050369399188028,return,return_speed,fast,-2.6520906113111598,1.1721501020314196,-1.2496113160439308,-1.402479295267229,1.402479295267229,risk_relief_accelerating,4.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-07,069500,KODEX 200,위험자산,score_return,5.415477617098098,return,return_speed,fast,3.36510821791007,5.662240025616425,4.490089923585005,-1.124981705674935,1.124981705674935,risk_relief_accelerating,3.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-08,069500,KODEX 200,위험자산,score_return,4.872636987143923,return,return_speed,fast,-0.542840629954175,6.752991432572163,1.0907514069557376,-1.6335920369099126,1.6335920369099126,risk_relief_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-09,069500,KODEX 200,위험자산,score_return,-3.213310065218819,return,return_speed,fast,-8.085947052362743,2.0243919845631435,-4.728599448009019,-3.3573476043537234,3.3573476043537234,risk_relief_accelerating,2.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2015-10,069500,KODEX 200,위험자산,score_return,-5.602507907132656,return,return_speed,fast,-2.389197841913837,-3.8905932001881327,-5.914985184751276,3.525787342837439,3.525787342837439,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-11,069500,KODEX 200,위험자산,score_return,2.59203525965709,return,return_speed,fast,8.194543166789746,1.2623701719603373,5.15296337214847,3.041579794641276,3.041579794641276,risk_accelerating,2.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2015-12,069500,KODEX 200,위험자산,score_return,2.316760225266233,return,return_speed,fast,-0.275275034390857,0.7353494022104894,-0.5270207697498479,0.2517457353589909,0.2517457353589909,weak_or_noise,4.0,neutral_watch,중립 관찰,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2016-01,069500,KODEX 200,위험자산,score_return,3.505162113859343,return,return_speed,fast,1.18840188859311,4.098173388308769,3.36282398609828,-2.17442209750517,2.17442209750517,risk_relief_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-02,069500,KODEX 200,위험자산,score_return,-2.726975768832418,return,return_speed,fast,-6.232137882691761,-0.875915720318224,-4.974089108626993,-1.2580487740647683,1.2580487740647683,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-03,069500,KODEX 200,위험자산,score_return,-2.757282038533483,return,return_speed,fast,-0.03030626970106498,-4.556292271364426,-3.6803765510462023,3.6500702813451373,3.6500702813451373,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-04,069500,KODEX 200,위험자산,score_return,-0.0367270228354895,return,return_speed,fast,2.7205550156979936,-1.7835258255696154,2.7727664457948107,-0.05221143009681706,0.05221143009681706,moving_with_centroid,4.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2016-05,069500,KODEX 200,위험자산,score_return,0.0889829258800839,return,return_speed,fast,0.1257099487155734,-2.3250552409707703,-0.541529415401155,0.6672393641167284,0.6672393641167284,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-06,069500,KODEX 200,위험자산,score_return,-0.5326353246814379,return,return_speed,fast,-0.6216182505615219,0.15041891159268395,2.4754741525634545,-3.0970924031249765,3.0970924031249765,risk_relief_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-07,069500,KODEX 200,위험자산,score_return,-2.269089783247867,return,return_speed,fast,-1.7364544585664292,-3.5498216798215103,-3.700240591414194,1.9637861328477648,1.9637861328477648,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-08,069500,KODEX 200,위험자산,score_return,-1.387679703745835,return,return_speed,fast,0.8814100795020321,-3.4034275044800557,0.1463941753414546,0.7350159041605775,0.7350159041605775,risk_accelerating,4.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2016-09,069500,KODEX 200,위험자산,score_return,1.509408724894857,return,return_speed,fast,2.897088428640692,-0.4909612609543133,2.9124662435257425,-0.015377814885050523,0.015377814885050523,moving_with_centroid,4.0,neutral_watch,중립 관찰,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2016-10,069500,KODEX 200,위험자산,score_return,1.781844901171656,return,return_speed,fast,0.27243617627679906,0.2253636761317599,0.7163249370860731,-0.4438887608092741,0.4438887608092741,weak_or_noise,4.0,neutral_watch,중립 관찰,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2016-11,069500,KODEX 200,위험자산,score_return,-0.7947910360616006,return,return_speed,fast,-2.576635937233257,0.2831789281234727,0.05781525199171278,-2.6344511892249693,2.6344511892249693,risk_relief_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2016-12,069500,KODEX 200,위험자산,score_return,-4.440362310202714,return,return_speed,fast,-3.645571274141113,-4.074785492850448,-4.357964420973921,0.7123931468328077,0.7123931468328077,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-01,069500,KODEX 200,위험자산,score_return,-3.747050195681167,return,return_speed,fast,0.6933121145215466,-4.302761058066957,-0.22797556521650897,0.9212876797380556,0.9212876797380556,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-02,069500,KODEX 200,위험자산,score_return,1.649272662082455,return,return_speed,fast,5.3963228577636215,-2.1271644424013547,2.175596615665602,3.2207262420980194,3.2207262420980194,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-03,069500,KODEX 200,위험자산,score_return,-5.679546465602673,return,return_speed,fast,-7.3288191276851276,-5.074921572575459,-2.947757130174104,-4.381061997511024,4.381061997511024,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2017-04,069500,KODEX 200,위험자산,score_return,-2.093560451343275,return,return_speed,fast,3.5859860142593982,-4.515424295401021,0.5594972771744375,3.0264887370849607,3.0264887370849607,risk_accelerating,1.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-05,069500,KODEX 200,위험자산,score_return,-7.179518596338472,return,return_speed,fast,-5.085958144995197,-5.504088281418225,-0.9886639860172037,-4.097294158977993,4.097294158977993,risk_relief_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2017-06,069500,KODEX 200,위험자산,score_return,-0.9621230559513592,return,return_speed,fast,6.217395540387113,-3.4124408301890914,2.0916474512291336,4.1257480891579785,4.1257480891579785,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-07,069500,KODEX 200,위험자산,score_return,2.682995648811266,return,return_speed,fast,3.6451187047626252,0.14828776407219718,3.5607285942612887,0.08439011050133649,0.08439011050133649,moving_with_centroid,4.0,neutral_watch,중립 관찰,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2017-08,069500,KODEX 200,위험자산,score_return,7.055679226468458,return,return_speed,fast,4.372683577657192,4.366429849623871,4.218142085551674,0.15454149210551815,0.15454149210551815,moving_with_centroid,3.0,accident_zone,강한 위험 구간,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2017-09,069500,KODEX 200,위험자산,score_return,-1.545864903223669,return,return_speed,fast,-8.601544129692126,0.4397578531236376,-3.9266719965002332,-4.674872133191893,4.674872133191893,risk_relief_accelerating,1.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2017-10,069500,KODEX 200,위험자산,score_return,-4.644035234967016,return,return_speed,fast,-3.098170331743347,-2.5864593843744443,-3.026217237498082,-0.07195309424526508,0.07195309424526508,moving_with_centroid,4.0,risk_relief,위험 완화 우세,전체 HSI 중심 흐름과 비슷하게 움직인 신호
2017-11,069500,KODEX 200,위험자산,score_return,8.544384601695457,return,return_speed,fast,13.188419836662472,5.452447510611675,8.03890689498612,5.1495129416763525,5.1495129416763525,risk_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2017-12,069500,KODEX 200,위험자산,score_return,3.981094591771328,return,return_speed,fast,-4.563290009924129,5.697447135431094,0.24499962481941928,-4.808289634743549,4.808289634743549,risk_relief_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-01,069500,KODEX 200,위험자산,score_return,0.1404819746272339,return,return_speed,fast,-3.840612617144094,2.5565713221566653,-3.140875813274429,-0.6997368038696652,0.6997368038696652,risk_relief_accelerating,3.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-02,069500,KODEX 200,위험자산,score_return,9.840920087142273,return,return_speed,fast,9.70043811251504,9.182130595279052,6.625559273122386,3.074878839392653,3.074878839392653,risk_accelerating,1.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-03,069500,KODEX 200,위험자산,score_return,0.6661983090729222,return,return_speed,fast,-9.174721778069351,4.125810175233184,-5.056320420045868,-4.118401358023483,4.118401358023483,risk_relief_accelerating,1.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-04,069500,KODEX 200,위험자산,score_return,-1.746783890227394,return,return_speed,fast,-2.412982199300316,0.965183954825956,-3.160626220407228,0.747644021106912,0.747644021106912,risk_accelerating,4.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-05,069500,KODEX 200,위험자산,score_return,5.32804263323386,return,return_speed,fast,7.074826523461254,3.940467885254845,2.9752839304288887,4.099542593032365,4.099542593032365,risk_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-06,069500,KODEX 200,위험자산,score_return,4.055796098310019,return,return_speed,fast,-1.2722465349238412,4.856795532394696,0.9163276471398514,-2.1885741820636926,2.1885741820636926,risk_relief_accelerating,1.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-07,069500,KODEX 200,위험자산,score_return,-2.062365687421072,return,return_speed,fast,-6.118161785731091,0.13350172479808076,-4.723293807596615,-1.3948679781344753,1.3948679781344753,risk_relief_accelerating,3.0,conflict,신호 충돌,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-08,069500,KODEX 200,위험자산,score_return,-2.789544125267177,return,return_speed,fast,-0.727178437846105,-0.861592836915755,-0.9950945617138357,0.26791612386773067,0.26791612386773067,weak_or_noise,4.0,risk_relief,위험 완화 우세,상대속도는 있으나 강한 방향 신호로 해석하기는 어려움
2018-09,069500,KODEX 200,위험자산,score_return,-1.68714551333597,return,return_speed,fast,1.1023986119312068,-1.1795951305363253,-0.3180022936205703,1.420400905551777,1.420400905551777,risk_accelerating,3.0,neutral_watch,중립 관찰,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-10,069500,KODEX 200,위험자산,score_return,10.0,return,return_speed,fast,11.68714551333597,9.466578997590783,10.64617412812711,1.0409713852088611,1.0409713852088611,risk_accelerating,2.0,accident_zone,강한 위험 구간,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2018-11,069500,KODEX 200,위험자산,score_return,-1.212002492440028,return,return_speed,fast,-11.212002492440028,0.5897342265969807,-8.876844770993802,-2.335157721446226,2.335157721446226,risk_relief_accelerating,2.0,neutral_watch,중립 관찰,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2018-12,069500,KODEX 200,위험자산,score_return,1.942404590129895,return,return_speed,fast,3.154407082569923,2.5663963849089426,1.976662158311962,1.177744924257961,1.177744924257961,risk_accelerating,3.0,risk_warning,위험 악화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2019-01,069500,KODEX 200,위험자산,score_return,-10.0,return,return_speed,fast,-11.942404590129895,-7.837902939819946,-10.404299324728889,-1.538105265401006,1.538105265401006,risk_relief_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 완화 방향으로 빠르게 움직인 신호
2019-02,069500,KODEX 200,위험자산,score_return,-1.571787806181908,return,return_speed,fast,8.428212193818093,-3.6751421134126634,4.162760826407283,4.26545136741081,4.26545136741081,risk_accelerating,2.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
2019-03,069500,KODEX 200,위험자산,score_return,1.491430634190649,return,return_speed,fast,3.063218440372557,-1.5681229668634042,2.107019146549259,0.9561992938232979,0.9561992938232979,risk_accelerating,3.0,risk_relief,위험 완화 우세,중심 흐름보다 위험 악화 방향으로 빠르게 움직인 신호
